"Nombre de la serie","Número secuencial","Nombre del archivo con los valores de la serie","Descripción de la serie","Tipo de variable","Código de unidades","Exponente","Número de decimales","Descripción de unidades y exponente","Frecuencia de la serie","Fecha de la primera observación","Fecha de la última observación","Número de observaciones","Título de la serie","Fuente","Notas"
"IE_1_4.3",2405654,"IE0104","CNE.SEC2010.BASE 2010. Tasa de variación del deflactor implícito de la formación bruta de capital fijo","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Formación bruta de capital fijo/Sector de Origen:  Empleos. Economía en su conjunto (Total de la economía)/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.4",2515606,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Formación bruta de capital fijo/Sector de Origen:  Empleos. Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Activos materiales. Construcción/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.5",2515607,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Formación bruta de capital fijo/Sector de Origen:  Empleos. Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Activos materiales. Bienes de equipo y activos cultivados/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.6",2515608,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Formación bruta de capital fijo/Sector de Origen:  Empleos. Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Activos inmateriales./Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.7",2405658,"IE0104","CNE.SEC2010.BASE 2010. Tasas de variación interanual.Deflactor de las exportaciones de Bienes y servicios.Datos corregidos de efectos estacionales y calendario","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Exportaciones de bienes y servicios/Sector de Origen:  Empleos. Resto del mundo/Sector de Destino:  Recursos. Economía en su conjunto (Total de la economía)/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.8",2405678,"IE0104","CNE.SEC2010.BASE 2010. Tasas de variación interanual.Deflactor de las importaciones de Bienes y servicios.Datos corregidos de efectos estacionales y calendario","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Importaciones de bienes y servicios/Sector de Origen:  Empleos. Economía en su conjunto (Total de la economía)/Sector de Destino:  Recursos. Resto del mundo/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.9",2405609,"IE0104","CNE.SEC2010.BASE 2010. Tasas de variación interanual.Deflactor del PIBpm.Datos corregidos de efectos estacionales y calendario","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Producto interior bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.10",2515609,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Agricultura, ganadería, silvicultura y pesca/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.11",2515610,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Industria/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.12",2515611,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Industria manufacturera/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.13",2515612,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Construcción/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.14",2515613,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Servicios/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.15",2515614,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Comercio, transporte y hostelería/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.16",2515615,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Información y Comunicaciones/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.17",2515616,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Actividades financieras y de seguros/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.18",2515617,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Actividades inmobiliarias/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.19",2515618,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Actividades profesionales/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.20",2515619,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Administración pública, sanidad y educación/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_1_4.21",2515620,"IE0104","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Deflactor implícito/Operaciones y otros Flujos:  Valor añadido bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Rama de Actividad, Productos e Inversiones:  Actividades artísticas, recreativas y otros servicios/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_2_1.1",1961502,"IE0201","OCDE TOTAL. PIB precios constantes. Tasa de variación interanual","MEDIA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-62","Jun-15",214,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/OCDE TOTAL/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","OECD,'MAIN ECONOMIC INDICATORS'",""
"IE_2_1.2",2278307,"IE0201","UE 28. PIB precios constantes. Tasa de variación interanual","MEDIA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/UE 28/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","EUROSTAT",""
"IE_2_1.3",586291,"IE0201","UEM. PIB precios constantes. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/UEM/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","EUROSTAT",""
"IE_2_1.4",2405698,"IE0201","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"Descripción Familia:  Contabilidad nacional de España/Metodología:  METODOLOGÍA DEL AÑO SEC2010/Año Base:  Año base 2010/Valoración:  Índices de volumen encadenados/Operaciones y otros Flujos:  Producto interior bruto/Sector de Saldo:  Economía en su conjunto (Total de la economía)/Tipo de Transformación:  Datos corregidos de efectos estacionales y de calendario, Tasa de variación interanual.","Instituto Nacional de Estadistica",""
"IE_2_1.5",400130,"IE0201","ALEMANIA. PIB precios constantes. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-92","Dic-15",96,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/ALEMANIA/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","EUROSTAT",""
"IE_2_1.6",304740,"IE0201","FRANCIA. PIB precios constantes. Tasa de variación interanual","MEDIA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-81","Dic-15",140,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/FRANCIA/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","EUROSTAT",""
"IE_2_1.7",2662554,"IE0201","HOLANDA. PIB precios constantes. Tasa de variación interanual","MEDIA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-97","Dic-15",76,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/HOLANDA/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","EUROSTAT",""
"IE_2_1.8",304741,"IE0201","ITALIA.PIB precios constantes. Tasa de variación interanual","MEDIA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-96","Dic-15",80,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/ITALIA/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","EUROSTAT",""
"IE_2_1.9",304743,"IE0201","REINO UNIDO. PIB precios constantes. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-61","Dic-15",220,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/REINO UNIDO/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","EUROSTAT",""
"IE_2_1.10",304739,"IE0201","ESTADOS UNIDOS. PIB precios constantes. Tasa de variación interanual","MEDIA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-61","Dic-15",220,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/ESTADOS UNIDOS/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","OECD, 'QUARTERLY NATIONAL ACCOUNTS' Y 'MAIN ECONOMIC INDICATORS'",""
"IE_2_1.11",304742,"IE0201","JAPÓN. PIB precios constantes. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-95","Dic-15",84,"ECONOMÍA MUNDIAL - SERIE DESESTACIONALIZADA/JAPON/PRODUCTO INTERIOR BRUTO/PRECIOS CONSTANTES. Tasa de variación interanual","OECD, "QUARTERLY NATIONAL ACCOUNTS" Y "MAIN ECONOMIC INDICATORS"",""
